symbols,security,GICS_sector,GICS_sub_industry,headquarters_location,date_added,founded,open,high,low,close,volumes,dividends,stock_splits
ALK,Alaska Air Group,Industrials,Airlines,"Seattle, Washington",2016-05-13,1985,50.20000076293945,51.689998626708984,50.0099983215332,50.13999938964844,1555000.0,0.0,0.0
ALB,Albemarle Corporation,Materials,Specialty Chemicals,"Charlotte, North Carolina",2016-07-01,1994,245.94000244140625,247.64999389648438,239.7100067138672,243.8300018310547,1207700.0,0.0,0.0
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,"Pasadena, California",2017-03-20,1994,214.07000732421875,214.07000732421875,209.3000030517578,211.99000549316406,643100.0,0.0,0.0
ALGN,Align Technology,Health Care,Health Care Supplies,"San Jose, California",2017-06-19,1997,620.2000122070312,631.8200073242188,598.9199829101562,605.72998046875,668800.0,0.0,0.0
ALLE,Allegion,Industrials,Building Products,"New York City, New York",2013-12-02,1908,129.80999755859375,131.30999755859375,128.75,129.6300048828125,440300.0,0.0,0.0
LNT,Alliant Energy,Utilities,Electric Utilities,"Madison, Wisconsin",2016-07-01,1917,59.5099983215332,60.0099983215332,59.279998779296875,59.540000915527344,1224100.0,0.0,0.0
ALL,Allstate Corp,Financials,Property & Casualty Insurance,"Northfield Township, Illinois",1995-07-13,1931,108.4800033569336,111.52999877929688,108.05000305175781,110.70999908447266,2208900.0,0.0,0.0
GOOGL,Alphabet (Class A),Communication Services,Interactive Media & Services,"Mountain View, California",2014-04-03,1998,2879.360107421875,2889.60009765625,2824.300048828125,2878.139892578125,1921300.0,0.0,0.0
GOOG,Alphabet (Class C),Communication Services,Interactive Media & Services,"Mountain View, California",2006-04-03,1998,2895.39990234375,2908.840087890625,2844.85009765625,2899.409912109375,1238200.0,0.0,0.0
MO,Altria Group,Consumer Staples,Tobacco,"Richmond, Virginia",1957-03-04,1985,45.2599983215332,45.75,45.130001068115234,45.400001525878906,10748900.0,0.0,0.0
AMZN,Amazon,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1994,3351.0,3389.97998046875,3328.800048828125,3381.830078125,2792100.0,0.0,0.0
AMCR,Amcor,Materials,Paper Packaging,"Warmley, Bristol, United Kingdom",2019-06-07,2019 (1860),11.710000038146973,11.859999656677246,11.649999618530273,11.670000076293945,6739200.0,0.0,0.0
AEE,Ameren Corp,Utilities,Multi-Utilities,"St. Louis, Missouri",1991-09-19,1902,88.1500015258789,88.33999633789062,87.11000061035156,87.19000244140625,1521300.0,0.0,0.0
AAL,American Airlines Group,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,1934,16.81999969482422,17.469999313354492,16.809999465942383,16.90999984741211,30089600.0,0.0,0.0
AEP,American Electric Power,Utilities,Electric Utilities,"Columbus, Ohio",1957-03-04,1906,85.23999786376953,85.55000305175781,84.58999633789062,85.12999725341797,2285700.0,0.0,0.0
AXP,American Express,Financials,Consumer Finance,"New York City, New York",1976-06-30,1850,162.13999938964844,165.25999450683594,161.05999755859375,162.85000610351562,2962400.0,0.0,0.0
AIG,American International Group,Financials,Property & Casualty Insurance,"New York City, New York",1980-03-31,1919,53.75,55.09000015258789,53.650001525878906,54.65999984741211,5065200.0,0.0,0.0
AMT,American Tower,Real Estate,Specialized REITs,"Boston, Massachusetts",2007-11-19,1995,274.4700012207031,278.1000061035156,271.010009765625,273.4100036621094,2224800.0,0.0,0.0
AWK,American Water Works,Utilities,Water Utilities,"Camden, New Jersey",2016-03-04,1886,180.74000549316406,181.22000122070312,178.08999633789062,179.3000030517578,632400.0,0.0,0.0
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",2005-10-03,1894,292.010009765625,296.1300048828125,291.20001220703125,292.239990234375,840400.0,0.0,0.0
ABC,AmerisourceBergen,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1985,122.2300033569336,125.1500015258789,122.2300033569336,123.30000305175781,999300.0,0.0,0.0
AME,Ametek,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,1930,143.22000122070312,143.6999969482422,140.47000122070312,141.13999938964844,1022400.0,0.0,0.0
AMGN,Amgen,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,1980,211.32000732421875,214.80999755859375,210.22999572753906,213.74000549316406,2602300.0,0.0,0.0
APH,Amphenol,Information Technology,Electronic Components,"Wallingford, Connecticut",2008-09-30,1932,83.2699966430664,83.4000015258789,81.8499984741211,82.47000122070312,1482400.0,0.0,0.0
ADI,Analog Devices,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,1965,176.9499969482422,178.24000549316406,173.58999633789062,176.27999877929688,3770900.0,0.0,0.0
ANSS,Ansys,Information Technology,Application Software,"Canonsburg, Pennsylvania",2017-06-19,1969,398.760009765625,402.260009765625,387.9599914550781,394.1499938964844,355300.0,0.0,0.0
ANTM,Anthem,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,2014 (1946),432.3399963378906,438.94000244140625,428.3599853515625,433.94000244140625,938700.0,0.0,0.0
AON,Aon,Financials,Insurance Brokers,"London, UK",1996-04-23,1982 (1919),292.4599914550781,296.29998779296875,290.75,294.1499938964844,1298200.0,0.0,0.0
AOS,A. O. Smith,Industrials,Building Products,"Milwaukee, Wisconsin",2017-07-26,1916,83.29000091552734,83.88999938964844,81.36000061035156,81.9800033569336,1106100.0,0.0,0.0
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1997-07-28,1954,24.790000915527344,25.709999084472656,24.649999618530273,24.950000762939453,7071300.0,0.0,0.0
AAPL,Apple,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,1977,175.25,177.74000549316406,172.2100067138672,174.3300018310547,139285700.0,0.0,0.0
AMAT,Applied Materials,Information Technology,Semiconductor Equipment,"Santa Clara, California",1995-03-16,1967,144.97999572753906,148.1999969482422,144.52999877929688,147.72999572753906,5689000.0,0.0,0.0
APTV,Aptiv,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",2012-12-24,1994,162.02999877929688,163.61000061035156,157.7100067138672,160.82000732421875,1713200.0,0.0,0.0
ADM,ADM,Consumer Staples,Agricultural Products,"Chicago, Illinois",1981-07-29,1902,64.66000366210938,65.70999908447266,64.5,64.8499984741211,2269000.0,0.0,0.0
ANET,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,2004,130.49000549316406,132.0,129.63999938964844,131.1199951171875,2302700.0,0.0,0.0
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,1927,168.5399932861328,168.5399932861328,162.75,166.6199951171875,1314600.0,0.0,0.0
AIZ,Assurant,Financials,Multi-line Insurance,"New York City, New York",2007-04-10,1892,153.99000549316406,156.39999389648438,152.97000122070312,153.50999450683594,313600.0,0.0,0.0
T,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30 (1957-03-04),1983 (1885),22.389999389648438,22.729999542236328,22.25,22.290000915527344,77219600.0,0.0,0.0
ATO,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,1906,97.37999725341797,98.3499984741211,96.86000061035156,97.13999938964844,1443100.0,0.0,0.0
ADSK,Autodesk,Information Technology,Application Software,"San Rafael, California",1989-12-01,1982,262.8399963378906,268.7900085449219,260.95001220703125,263.2200012207031,1145600.0,0.0,0.0
ADP,Automatic Data Processing,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",1981-03-31,1949,233.85000610351562,234.6999969482422,227.67999267578125,229.72000122070312,1501300.0,0.0,0.0
AZO,AutoZone,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",1997-01-02,1979,1982.97998046875,2011.2099609375,1971.0799560546875,1999.5400390625,158200.0,0.0,0.0
AVB,AvalonBay Communities,Real Estate,Residential REITs,"Arlington, Virginia[3]",2007-01-10,1978,247.9199981689453,248.4199981689453,242.36000061035156,244.24000549316406,700400.0,0.0,0.0
AVY,Avery Dennison,Materials,Paper Packaging,"Glendale, California",1987-12-31,1990,210.08999633789062,212.4499969482422,207.9499969482422,208.32000732421875,453400.0,0.0,0.0
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017-07-07,2017,24.399999618530273,24.729999542236328,24.0,24.079999923706055,8449600.0,0.0,0.0
BLL,Ball Corp,Materials,Metal & Glass Containers,"Broomfield, Colorado",1984-10-31,1880,93.88999938964844,94.05999755859375,92.30000305175781,92.31999969482422,1588200.0,0.0,0.0
BAC,Bank of America,Financials,Diversified Banks,"Charlotte, North Carolina",1976-06-30,1998 (1923 / 1874),43.59000015258789,44.81999969482422,43.529998779296875,44.130001068115234,47062600.0,0.0,0.0
BBWI,Bath & Body Works,Consumer Discretionary,Specialty Stores,"Columbus, Ohio",1983-09-30,1963,72.7699966430664,74.11000061035156,72.5,73.44999694824219,1891700.0,0.0,0.0
BAX,Baxter International,Health Care,Health Care Equipment,"Deerfield, Illinois",1972-09-30,1931,83.2300033569336,83.76000213623047,82.30999755859375,82.51000213623047,2662700.0,0.0,0.0
BDX,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,1897,252.05999755859375,252.32000732421875,247.69000244140625,247.94000244140625,1197000.0,0.0,0.0
BRK.B,Berkshire Hathaway,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,1966,99.23999786376953,102.94999694824219,98.97000122070312,101.37000274658203,3923500.0,0.0,0.0
BIO,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,"Hercules, California",2020-06-22,1952,744.760009765625,746.3099975585938,714.969970703125,723.9299926757812,221400.0,0.0,0.0
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",2021-08-30,1976,465.989990234375,466.4200134277344,455.8599853515625,462.8800048828125,173200.0,0.0,0.0
BIIB,Biogen,Health Care,Biotechnology,"Cambridge, Massachusetts",2003-11-13,1978,233.92999267578125,236.6300048828125,230.1699981689453,230.75999450683594,1232500.0,0.0,0.0
BLK,BlackRock,Financials,Asset Management & Custody Banks,"New York City, New York",2011-04-04,1988,910.0,915.4600219726562,893.0399780273438,902.3800048828125,828900.0,0.0,0.0
BK,BNY Mellon,Financials,Asset Management & Custody Banks,"New York City, New York",1995-03-31,1784,56.18000030517578,57.43000030517578,56.13999938964844,56.779998779296875,3663400.0,0.0,0.0
BA,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,1916,195.60000610351562,200.5,195.17999267578125,195.5,8430400.0,0.0,0.0
BKNG,Booking Holdings,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",2009-11-06,1996,2120.0,2165.2099609375,2111.27001953125,2124.929931640625,392400.0,0.0,0.0
BWA,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",2011-12-19,1880,44.5,45.220001220703125,44.47999954223633,44.599998474121094,1518400.0,0.0,0.0
BXP,Boston Properties,Real Estate,Office REITs,"Boston, Massachusetts",2006-04-03,1970,113.0,115.0199966430664,113.0,114.27999877929688,824400.0,0.0,0.0
BSX,Boston Scientific,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",1995-02-24,1979,41.290000915527344,41.4900016784668,40.70000076293945,40.849998474121094,6571200.0,0.0,0.0
BMY,Bristol Myers Squibb,Health Care,Health Care Distributors,"New York City, New York",1957-03-04,1989,58.79999923706055,60.43000030517578,58.599998474121094,59.5099983215332,21214800.0,0.0,0.0
AVGO,Broadcom,Information Technology,Semiconductors,"San Jose, California",2014-05-08,1961,617.8400268554688,618.6199951171875,605.6400146484375,614.9099731445312,3595300.0,0.0,0.0
BR,Broadridge Financial Solutions,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",2018-06-18,1962,177.97000122070312,179.5,176.10000610351562,177.47999572753906,545200.0,0.0,0.0
BRO,Brown & Brown,Financials,Insurance Brokers,"Daytona Beach, Florida",2021-09-20,1939,66.86000061035156,67.23999786376953,65.86000061035156,66.95999908447266,1155900.0,0.0,0.0
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",1982-10-31,1870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRW,C. H. Robinson,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,1905,104.30999755859375,105.69999694824219,103.31999969482422,103.62999725341797,1179600.0,0.0,0.0
CDNS,Cadence Design Systems,Information Technology,Application Software,"San Jose, California",2017-09-18,1988,178.22999572753906,178.8000030517578,170.5500030517578,176.05999755859375,2500900.0,0.0,0.0
CZR,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,"Reno, Nevada",2021-03-22,1973,83.87999725341797,87.05000305175781,83.6500015258789,86.16000366210938,1761900.0,0.0,0.0
CPB,Campbell Soup,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",1957-03-04,1869,43.709999084472656,44.099998474121094,42.97999954223633,43.06999969482422,4116200.0,0.0,0.0
COF,Capital One,Financials,Consumer Finance,"Tysons Corner, Virginia",1998-07-01,1994,146.6199951171875,149.52999877929688,145.50999450683594,147.9199981689453,2213300.0,0.0,0.0
CAH,Cardinal Health,Health Care,Health Care Distributors,"Dublin, Ohio",1997-05-27,1971,48.369998931884766,49.470001220703125,48.34000015258789,48.93000030517578,3750500.0,0.0,0.0
KMX,CarMax,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",2010-06-28,1993,141.08999633789062,144.91000366210938,140.22000122070312,141.30999755859375,814300.0,0.0,0.0
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,1972,18.020000457763672,18.84000015258789,18.010000228881836,18.149999618530273,38194600.0,0.0,0.0
CARR,Carrier Global,Industrials,Building Products,"Palm Beach Gardens, Florida",2020-04-03,2020 (1915),54.15999984741211,54.779998779296875,52.902000427246094,53.54999923706055,3663500.0,0.0,0.0
CTLT,Catalent,Health Care,Pharmaceuticals,"Somerset, New Jersey",2020-09-21,2007,123.22000122070312,123.76000213623047,120.5,122.37999725341797,721200.0,0.0,0.0
CAT,Caterpillar,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",1957-03-04,1925,200.0,203.97999572753906,199.8000030517578,201.63999938964844,2247600.0,0.0,0.0
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,"Chicago, Illinois",2017-03-01,1973,129.9199981689453,130.85000610351562,128.42999267578125,128.42999267578125,524900.0,0.0,0.0
CBRE,CBRE,Real Estate,Real Estate Services,"Dallas, Texas",2006-11-10,1906,103.29000091552734,104.44000244140625,102.23999786376953,102.8499984741211,1582700.0,0.0,0.0
CDW,CDW,Information Technology,Technology Distributors,"Lincolnshire, Illinois",2019-09-23,1984,191.27000427246094,192.5800018310547,187.5,189.69000244140625,864100.0,0.0,0.0
CE,Celanese,Materials,Specialty Chemicals,"Irving, Texas",2018-12-24,1918,157.5399932861328,161.6199951171875,156.7899932861328,159.58999633789062,793700.0,0.0,0.0
CNC,Centene,Health Care,Managed Health Care,"St. Louis, Missouri",2016-03-30,1984,78.80000305175781,82.22000122070312,78.80000305175781,81.8499984741211,10930300.0,0.0,0.0
CNP,CenterPoint Energy,Utilities,Multi-Utilities,"Houston, Texas",1985-07-31,1882,27.969999313354492,28.1299991607666,27.68000030517578,27.81999969482422,5183600.0,0.0,0.0
CDAY,Ceridian,Information Technology,Application Software,"Minneapolis, Minnesota",2021-09-20,1992,101.41999816894531,103.16999816894531,100.72000122070312,102.55999755859375,942100.0,0.0,0.0
CERN,Cerner,Health Care,Health Care Technology,"North Kansas City, Missouri",2010-04-30,1979,76.5199966430664,77.55000305175781,76.29000091552734,77.26000213623047,4328700.0,0.0,0.0
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",2008-08-27,1946,60.91999816894531,62.70000076293945,60.63999938964844,62.2400016784668,3464700.0,0.0,0.0
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",2021-05-14,1947,357.2200012207031,358.1099853515625,347.739990234375,353.55999755859375,402100.0,0.0,0.0
SCHW,Charles Schwab,Financials,Investment Banking & Brokerage,"Westlake, Texas",1997-06-02,1971,79.26000213623047,81.2699966430664,79.02999877929688,80.79000091552734,6068800.0,0.0,0.0
CHTR,Charter Communications,Communication Services,Cable & Satellite,"Stamford, Connecticut",2016-09-08,1993,600.0,629.9299926757812,599.3400268554688,621.8900146484375,1640600.0,0.0,0.0
CVX,Chevron,Energy,Integrated Oil & Gas,"San Ramon, California",1957-03-04,1879,115.73999786376953,116.91999816894531,115.47000122070312,116.22000122070312,12240100.0,0.0,0.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,"Newport Beach, California",2011-04-28,1993,1676.5999755859375,1687.5,1655.9200439453125,1677.199951171875,159400.0,0.0,0.0
CB,Chubb,Financials,Property & Casualty Insurance,"Zurich, Switzerland",2010-07-15,1985,190.97000122070312,194.42999267578125,190.92999267578125,192.5399932861328,1952000.0,0.0,0.0
CHD,Church & Dwight,Consumer Staples,Household Products,"Ewing, New Jersey",2015-12-29,1847,97.87999725341797,98.20999908447266,97.08000183105469,97.91000366210938,1475300.0,0.0,0.0
CI,Cigna,Health Care,Managed Health Care,"Bloomfield, Connecticut",1976-06-30,1982,213.3800048828125,217.85000610351562,212.86000061035156,216.6199951171875,2605500.0,0.0,0.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1997-12-18,1950,114.48999786376953,116.9000015258789,114.01000213623047,115.88999938964844,535400.0,0.0,0.0
CTAS,Cintas Corporation,Industrials,Diversified Support Services,"Mason, Ohio",2001-03-01,1929,453.1700134277344,460.8699951171875,441.6600036621094,448.5899963378906,510800.0,0.0,0.0
CSCO,Cisco Systems,Information Technology,Communications Equipment,"San Jose, California",1993-12-01,1984,58.34000015258789,58.529998779296875,57.369998931884766,57.77000045776367,19113700.0,0.0,0.0
C,Citigroup,Financials,Diversified Banks,"New York City, New York",1988-05-31,1998,60.45000076293945,61.31999969482422,60.380001068115234,60.63999938964844,19562200.0,0.0,0.0
CFG,Citizens Financial Group,Financials,Regional Banks,"Providence, Rhode Island",2016-01-29,1828,46.709999084472656,47.66999816894531,46.45000076293945,47.08000183105469,4937500.0,0.0,0.0
CTXS,Citrix Systems,Information Technology,Application Software,"Fort Lauderdale, Florida",1999-12-01,1989,82.7699966430664,83.5199966430664,81.66000366210938,83.13999938964844,2148700.0,0.0,0.0
CLX,Clorox,Consumer Staples,Household Products,"Oakland, California",1969-03-31,1913,173.0,173.9199981689453,171.16000366210938,172.6699981689453,1244700.0,0.0,0.0
CME,CME Group,Financials,Financial Exchanges & Data,"Chicago, Illinois",2006-08-11,1848,227.5399932861328,229.1699981689453,225.66000366210938,227.5500030517578,1648900.0,0.0,0.0
CMS,CMS Energy,Utilities,Multi-Utilities,"Jackson, Michigan",1999-05-03,1886,63.84000015258789,63.9900016784668,63.36000061035156,63.470001220703125,1413800.0,0.0,0.0
KO,Coca-Cola,Consumer Staples,Soft Drinks,"Atlanta, Georgia",1957-03-04,1886,57.400001525878906,58.16999816894531,57.400001525878906,57.79999923706055,24802200.0,0.0,0.0
CTSH,Cognizant Technology Solutions,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",2006-11-17,1994,81.36000061035156,82.70999908447266,81.16999816894531,81.87999725341797,2490100.0,0.0,0.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,"New York City, New York",1957-03-04,1806,81.19999694824219,82.33999633789062,81.06999969482422,82.12999725341797,7682500.0,0.0,0.0
CMCSA,Comcast,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,1963,46.290000915527344,49.0,46.290000915527344,48.7599983215332,34719400.0,0.0,0.0
CMA,Comerica,Financials,Diversified Banks,"Dallas, Texas",1995-12-01,1849,81.91999816894531,84.16999816894531,81.62999725341797,83.7300033569336,1811200.0,0.0,0.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1983-08-31,1919,32.52000045776367,32.83000183105469,32.43000030517578,32.5,4660500.0,0.0,0.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,2002,70.55999755859375,71.73999786376953,70.02999877929688,70.68000030517578,6668700.0,0.0,0.0
ED,Consolidated Edison,Utilities,Electric Utilities,"New York City, New York",,1823,83.58999633789062,83.94000244140625,82.91000366210938,83.16999816894531,1532200.0,0.0,0.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,"Victor, New York",2005-07-01,1945,236.5399932861328,237.9499969482422,235.02000427246094,236.80999755859375,1044500.0,0.0,0.0
COO,The Cooper Companies,Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,1958,392.9700012207031,403.55999755859375,391.2200012207031,392.3299865722656,428500.0,0.0,0.0
CPRT,Copart,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,1982,144.63999938964844,147.83999633789062,144.02000427246094,147.0800018310547,1135000.0,0.0,0.0
GLW,Corning,Information Technology,Electronic Components,"Corning, New York",,1851,36.880001068115234,37.29999923706055,36.689998626708984,36.779998779296875,3407700.0,0.0,0.0
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,"Wilmington, Delaware",2019-06-03,2019,46.540000915527344,47.029998779296875,46.125,46.310001373291016,2425100.0,0.0,0.0
COST,Costco,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1993-10-01,1976,556.4600219726562,557.1699829101562,537.5700073242188,545.3400268554688,3490300.0,0.0,0.0
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,2021 (1989),20.329999923706055,20.59000015258789,20.030000686645508,20.09000015258789,7638600.0,0.0,0.0
CCI,Crown Castle,Real Estate,Specialized REITs,"Houston, Texas",2012-03-14,1994,196.77000427246094,196.99000549316406,192.66000366210938,194.89999389648438,1629100.0,0.0,0.0
CSX,CSX,Industrials,Railroads,"Jacksonville, Florida",1967-09-30,1980,35.83000183105469,36.29999923706055,35.709999084472656,35.91999816894531,11096900.0,0.0,0.0
CMI,Cummins,Industrials,Industrial Machinery,"Columbus, Indiana",1965-03-31,1919,215.36000061035156,219.05999755859375,215.0,216.5800018310547,975700.0,0.0,0.0
CVS,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,1996,99.47000122070312,100.97000122070312,98.62999725341797,98.77999877929688,6282400.0,0.0,0.0
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,1978,106.38999938964844,106.80000305175781,104.12999725341797,104.73999786376953,4156500.0,0.0,0.0
DHR,Danaher,Health Care,Health Care Equipment,"Washington, D.C.",,1969,315.8500061035156,317.05999755859375,303.92999267578125,307.70001220703125,3234000.0,0.0,0.0
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",,1938,146.88999938964844,149.49000549316406,146.88999938964844,149.1300048828125,1417300.0,0.0,0.0
DVA,DaVita,Health Care,Health Care Facilities,"Denver, Colorado",2008-07-31,1979,105.08999633789062,107.73999786376953,104.66999816894531,105.06999969482422,804200.0,0.0,0.0
DE,Deere & Co.,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,1837,349.8800048828125,354.3500061035156,346.010009765625,348.54998779296875,1799800.0,0.0,0.0
DAL,Delta Air Lines,Industrials,Airlines,"Atlanta, Georgia",2013-09-11,1929,36.54999923706055,37.529998779296875,36.41999816894531,36.529998779296875,12636700.0,0.0,0.0
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,"Charlotte, North Carolina",2008-11-14,2016 (1969),53.349998474121094,54.279998779296875,52.66999816894531,53.13999938964844,1900900.0,0.0,0.0
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,1971,40.400001525878906,41.08000183105469,39.88999938964844,40.34000015258789,11247400.0,0.0,0.0
DXCM,DexCom,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,1999,547.1500244140625,553.2100219726562,529.72998046875,535.3400268554688,1354500.0,0.0,0.0
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,2007,104.63999938964844,107.55999755859375,103.55000305175781,104.06999969482422,2737200.0,0.0,0.0
DLR,Digital Realty Trust,Real Estate,Specialized REITs,"Austin, Texas",2016-05-18,2004,170.0,170.0,165.38999938964844,167.24000549316406,1237600.0,0.0,0.0
DFS,Discover Financial Services,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,1985,112.91000366210938,116.26000213623047,112.7300033569336,115.52999877929688,2615600.0,0.0,0.0
DISCA,Discovery (Series A),Communication Services,Broadcasting,"New York City, New York",2010-03-01,1985,22.649999618530273,23.06999969482422,22.450000762939453,22.510000228881836,8522700.0,0.0,0.0
DISCK,Discovery (Series C),Communication Services,Broadcasting,"New York City, New York",2014-08-07,1985,21.850000381469727,22.229999542236328,21.6299991607666,21.68000030517578,3541400.0,0.0,0.0
DISH,Dish Network,Communication Services,Cable & Satellite,"Meridian, Colorado",2017-03-13,1980,32.25,33.27000045776367,32.150001525878906,32.220001220703125,2716600.0,0.0,0.0
DG,Dollar General,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",2012-12-03,1939,224.9499969482422,226.77000427246094,224.05999755859375,225.4499969482422,1708600.0,0.0,0.0
DLTR,Dollar Tree,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",2011-12-19,1986,140.99000549316406,141.99000549316406,138.55999755859375,139.24000549316406,2094400.0,0.0,0.0
D,Dominion Energy,Utilities,Electric Utilities,"Richmond, Virginia",,1983,76.73999786376953,77.08000183105469,76.16000366210938,76.5999984741211,3261900.0,0.0,0.0
DPZ,Domino's Pizza,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,1960,531.1300048828125,536.1199951171875,522.1500244140625,523.1500244140625,429600.0,0.0,0.0
DOV,Dover Corporation,Industrials,Industrial Machinery,"Downers Grove, Illinois",1985-10-31,1955,171.02999877929688,172.0399932861328,166.3300018310547,168.07000732421875,724600.0,0.0,0.0
DOW,Dow,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,2019,53.25,54.5,53.13800048828125,53.880001068115234,4048700.0,0.0,0.0
DTE,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,1995,117.80000305175781,118.0,116.87000274658203,117.45999908447266,987100.0,0.0,0.0
DUK,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,1904,103.05000305175781,103.5,102.31999969482422,102.7699966430664,2825100.0,0.0,0.0
DRE,Duke Realty Corp,Real Estate,Industrial REITs,"Indianapolis, Indiana",2017-07-26,1972,62.38999938964844,62.70000076293945,61.400001525878906,62.13999938964844,2110400.0,0.0,0.0
DD,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,2017,77.23999786376953,78.8499984741211,77.04000091552734,77.63999938964844,2421500.0,0.0,0.0
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",2017-04-04,2017,30.469999313354492,31.690000534057617,30.360000610351562,30.799999237060547,2096800.0,0.0,0.0
EMN,Eastman Chemical,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,1920,113.83999633789062,116.05000305175781,112.69999694824219,115.87000274658203,1952400.0,0.0,0.0
